target,text,text,label
components ,"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .","Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality MASK that are faster , better-configured , and end up lasting a lot longer .",2
DVD burner ,"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .","Who could n't love a MASK , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",2
USB ports ,Its fast and another thing I like is that it has three USB ports .,Its fast and another thing I like is that it has three MASK .,2
software ,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it .,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with MASK problems and just not happy with it .,0
system ,That system is fixed .,That MASK is fixed .,1
ran ,"The computer itself was fast , ran smoothly , and had no problems .","The computer itself was fast , MASK smoothly , and had no problems .",2
price ,Like the price and operation .,Like the MASK and operation .,2
operation ,Like the price and operation .,Like the price and MASK .,2
brand ,The brand is tarnished in my heart .,The MASK is tarnished in my heart .,0
components ,"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .","This is likely due to poor grounding and isolation between the MASK , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .",0
ground loop isolator ,"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .","This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a MASK , but I still expected better product quality for this price range .",1
price range ,"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .","This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this MASK .",0
quality ,"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .","This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product MASK for this price range .",0
warranty ,I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty .,I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of MASK .,1
leading edge ,"Once open , the leading edge is razor sharp .","Once open , the MASK is razor sharp .",0
bloatware ,Loaded with bloatware .,Loaded with MASK .,1
Maximum sound ,Maximum sound is n't nearly as loud as it should be .,MASK is n't nearly as loud as it should be .,0
windows 7 ,I loaded windows 7 via Bootcamp and it works flawlessly !,I loaded MASK via Bootcamp and it works flawlessly !,2
Bootcamp ,I loaded windows 7 via Bootcamp and it works flawlessly !,I loaded windows 7 via MASK and it works flawlessly !,2
price ,"Great Laptop for the price , works well with action pack games .","Great Laptop for the MASK , works well with action pack games .",2
action pack games ,"Great Laptop for the price , works well with action pack games .","Great Laptop for the price , works well with MASK .",1
works ,"Great Laptop for the price , works well with action pack games .","Great Laptop for the price , MASK well with action pack games .",2
price ,"Although the price is higher then Dell laptops , the Macbooks are worth the dough .","Although the MASK is higher then Dell laptops , the Macbooks are worth the dough .",0
performance ,I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations .,I would not recommend this to anyone wanting a notebook expecting the MASK of a Desktop it does not meet the expectations .,0
twin packing ,"The Macbook arrived in a nice twin packing and sealed in the box , all the functions works great .","The Macbook arrived in a nice MASK and sealed in the box , all the functions works great .",2
functions ,"The Macbook arrived in a nice twin packing and sealed in the box , all the functions works great .","The Macbook arrived in a nice twin packing and sealed in the box , all the MASK works great .",2
after sales support ,So what if the laptops/mobile phones look chic and cool ? The after sales support is terrible .,So what if the laptops/mobile phones look chic and cool ? The MASK is terrible .,0
look ,So what if the laptops/mobile phones look chic and cool ? The after sales support is terrible .,So what if the laptops/mobile phones MASK chic and cool ? The after sales support is terrible .,2
display screen ,I hate the display screen and I have done everything I could do the change it .,I hate the MASK and I have done everything I could do the change it .,0
acer arcade ,I also like the acer arcade but these were reallythe only two things I liked about this laptop .,I also like the MASK but these were reallythe only two things I liked about this laptop .,2
customer support ,"Have not yet needed any customer support with this yet so to me that is a great thing , which is leaps and bounds ahead of PC in my opinion .","Have not yet needed any MASK with this yet so to me that is a great thing , which is leaps and bounds ahead of PC in my opinion .",2
screen ,"I gave it to my daughter because I just hated the screen , hated that it had no cd drive to at least play cd 's when I wanted to listen to music and do schoolwork .","I gave it to my daughter because I just hated the MASK , hated that it had no cd drive to at least play cd 's when I wanted to listen to music and do schoolwork .",0
cd drive ,"I gave it to my daughter because I just hated the screen , hated that it had no cd drive to at least play cd 's when I wanted to listen to music and do schoolwork .","I gave it to my daughter because I just hated the screen , hated that it had no MASK to at least play cd 's when I wanted to listen to music and do schoolwork .",0
runs ,It runs very quiet too which is a plus .,It MASK very quiet too which is a plus .,2
design ,but it has a major design flaw .,but it has a major MASK flaw .,0
size ,"It was heavy , bulky , and hard to carry because of the size .","It was heavy , bulky , and hard to carry because of the MASK .",0
games ,The games included are very good games .,The MASK included are very good games .,1
games ,The games included are very good games .,The MASK included are very good games .,2
life ,"this computer will last you at least 7 years , thats an amazing life spanned an electronic .","this computer will last you at least 7 years , thats an amazing MASK spanned an electronic .",2
warranty ,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty .,I had something else go wrong and they said it had to be in good working order to be able to buy the MASK .,0
pad ,Sometimes you really have to tap the pad to get it to worki,Sometimes you really have to tap the MASK to get it to worki,0
value ,It 's super fast and a great value for the price !,It 's super fast and a great MASK for the price !,2
price ,It 's super fast and a great value for the price !,It 's super fast and a great value for the MASK !,2
system performance ,"Three , the mac book has advantages over pcs ' with linux based os there is very 'few problems with system performance when it comes to a mac .","Three , the mac book has advantages over pcs ' with linux based os there is very 'few problems with MASK when it comes to a mac .",0
linux based os ,"Three , the mac book has advantages over pcs ' with linux based os there is very 'few problems with system performance when it comes to a mac .","Three , the mac book has advantages over pcs ' with MASK there is very 'few problems with system performance when it comes to a mac .",0
use ,A mac is very easy to use and it simply makes sense .,A mac is very easy to MASK and it simply makes sense .,2
batteries ,"however , I may have inadvertently thrown out one of the batteries with the shipping carton .","however , I may have inadvertently thrown out one of the MASK with the shipping carton .",1
shipping carton ,"however , I may have inadvertently thrown out one of the batteries with the shipping carton .","however , I may have inadvertently thrown out one of the batteries with the MASK .",1
use ,It is so much easier to use,#VALUE!,2
program ,There is no need to open a program first and the cliick open or import .,There is no need to open a MASK first and the cliick open or import .,2
virus protection ,It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC 's .,It is so nice not to worry about that and the extra expense that comes along with the necessary MASK on PC 's .,2
screen ,"Three weeks after I bought the netbook , the screen quit working .","Three weeks after I bought the netbook , the MASK quit working .",0
processor ,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .","The MASK screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .",2
OSX 16 ,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .","The processor screams , and because of the unique way that Apple MASK functions , most of the graphics are routed through the hardware rather than the software .",2
graphics ,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .","The processor screams , and because of the unique way that Apple OSX 16 functions , most of the MASK are routed through the hardware rather than the software .",2
hardware ,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .","The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the MASK rather than the software .",1
software ,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .","The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the MASK .",1
Intel Core processors ,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV .,I wanted something that had a new MASK and HDMI port so that we could hook it up directly to our TV .,1
HDMI port ,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV .,I wanted something that had a new Intel Core processors and MASK so that we could hook it up directly to our TV .,1
staff ,"With today 's company fighting over marketshare , its a shame that ASUS can get away with the inept staff answering thephone .","With today 's company fighting over marketshare , its a shame that ASUS can get away with the inept MASK answering thephone .",0
price premium ,"The price premium is a little much , but when you start looking at the features it is worth the added cash .","The MASK is a little much , but when you start looking at the features it is worth the added cash .",0
features ,"The price premium is a little much , but when you start looking at the features it is worth the added cash .","The price premium is a little much , but when you start looking at the MASK it is worth the added cash .",2
product and help aftermarket ,I ca n't say enough of how satisfied I am with their product and help aftermarket .,I ca n't say enough of how satisfied I am with their MASK .,2
Microsoft word ,Microsoft word was not on it andI had to buy it seperately .,MASK was not on it andI had to buy it seperately .,0
usb ports ,"it has 3 usb ports , 1 sd memory card reader and an sd memory car expansion .","it has 3 MASK , 1 sd memory card reader and an sd memory car expansion .",1
sd memory card reader ,"it has 3 usb ports , 1 sd memory card reader and an sd memory car expansion .","it has 3 usb ports , 1 MASK and an sd memory car expansion .",1
sd memory car expansion ,"it has 3 usb ports , 1 sd memory card reader and an sd memory car expansion .","it has 3 usb ports , 1 sd memory card reader and an MASK .",1
LaCie 2Big external drive ,"I connect a LaCie 2Big external drive via the firewire 800 interface , which is useful for Time Machine .","I connect a MASK via the firewire 800 interface , which is useful for Time Machine .",1
firewire 800 interface ,"I connect a LaCie 2Big external drive via the firewire 800 interface , which is useful for Time Machine .","I connect a LaCie 2Big external drive via the MASK , which is useful for Time Machine .",2
Time Machine ,"I connect a LaCie 2Big external drive via the firewire 800 interface , which is useful for Time Machine .","I connect a LaCie 2Big external drive via the firewire 800 interface , which is useful for MASK .",1
sound ,"My Toshiba did not have sound on everything , just certain things .","My Toshiba did not have MASK on everything , just certain things .",0
extra features ,"I am overall very pleased with my toshiba satellite , I like the extra features , I love the windows 7 home premium .","I am overall very pleased with my toshiba satellite , I like the MASK , I love the windows 7 home premium .",2
windows 7 home premium ,"I am overall very pleased with my toshiba satellite , I like the extra features , I love the windows 7 home premium .","I am overall very pleased with my toshiba satellite , I like the extra features , I love the MASK .",2
Acer screen ,The Aspire wont even boot past the Acer screen with a Droid ( I have tried both Motorola and HTC ) plugged into the USB port .,The Aspire wont even boot past the MASK with a Droid ( I have tried both Motorola and HTC ) plugged into the USB port .,0
USB port ,The Aspire wont even boot past the Acer screen with a Droid ( I have tried both Motorola and HTC ) plugged into the USB port .,The Aspire wont even boot past the Acer screen with a Droid ( I have tried both Motorola and HTC ) plugged into the MASK .,0
boot ,The Aspire wont even boot past the Acer screen with a Droid ( I have tried both Motorola and HTC ) plugged into the USB port .,The Aspire wont even MASK past the Acer screen with a Droid ( I have tried both Motorola and HTC ) plugged into the USB port .,0
battery life ,The battery life was shorter than expected .,The MASK was shorter than expected .,0
fires up ,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing .,It MASK in the morning in less than 30 seconds and I have never had any issues with it freezing .,2
keyboard ,The keyboard is top notch .,The MASK is top notch .,2
software ,It drives me crazy when I want to download a game or something of that nature and I ca n't play it because its not compatable with the software .,It drives me crazy when I want to download a game or something of that nature and I ca n't play it because its not compatable with the MASK .,0
online tutorial videos ,The online tutorial videos make it super easy to learn if you have always used a PC .,The MASK make it super easy to learn if you have always used a PC .,2
image ,"The image is great , and the soud is excelent .","The MASK is great , and the soud is excelent .",2
soud ,"The image is great , and the soud is excelent .","The image is great , and the MASK is excelent .",2
windows ,With a MAC computer I have more free time as I do n't have to wait for windows to boot up or shut down and all the viruses associated with windows .,With a MAC computer I have more free time as I do n't have to wait for MASK to boot up or shut down and all the viruses associated with windows .,0
boot up ,With a MAC computer I have more free time as I do n't have to wait for windows to boot up or shut down and all the viruses associated with windows .,With a MAC computer I have more free time as I do n't have to wait for windows to MASK or shut down and all the viruses associated with windows .,0
shut down ,With a MAC computer I have more free time as I do n't have to wait for windows to boot up or shut down and all the viruses associated with windows .,With a MAC computer I have more free time as I do n't have to wait for windows to boot up or MASK and all the viruses associated with windows .,0
windows ,With a MAC computer I have more free time as I do n't have to wait for windows to boot up or shut down and all the viruses associated with windows .,With a MAC computer I have more free time as I do n't have to wait for MASK to boot up or shut down and all the viruses associated with windows .,0
Mac OS ,It was very easy to just pick up and use -- It did not take long to get used to the Mac OS .,It was very easy to just pick up and use -- It did not take long to get used to the MASK .,2
use ,It was very easy to just pick up and use -- It did not take long to get used to the Mac OS .,It was very easy to just pick up and MASK -- It did not take long to get used to the Mac OS .,2
cost ,"It is well worth the money it cost , Very good investment .","It is well worth the money it MASK , Very good investment .",2
Windows 7 Starter ,"Upgrading from Windows 7 Starter , thru Windows 7 Home Premium , to Windows 7 Professional was a snap ;","Upgrading from MASK , thru Windows 7 Home Premium , to Windows 7 Professional was a snap ;",1
Windows 7 Home Premium ,"Upgrading from Windows 7 Starter , thru Windows 7 Home Premium , to Windows 7 Professional was a snap ;","Upgrading from Windows 7 Starter , thru MASK , to Windows 7 Professional was a snap ;",1
Windows 7 Professional ,"Upgrading from Windows 7 Starter , thru Windows 7 Home Premium , to Windows 7 Professional was a snap ;","Upgrading from Windows 7 Starter , thru Windows 7 Home Premium , to MASK was a snap ;",1
specifications ,This computer had exactly the specifications I needed .,This computer had exactly the MASK I needed .,2
power cords ,My kids ( and dogs ) destroyed two power cords by pulling on them .,My kids ( and dogs ) destroyed two MASK by pulling on them .,1
multi-touch features ,"I had upgraded my old MacBook to Lion , so I kind of knew what I was getting , but had n't been able to enjoy some of the awesome new multi-touch features .","I had upgraded my old MacBook to Lion , so I kind of knew what I was getting , but had n't been able to enjoy some of the awesome new MASK .",2
screen ,"The screen is a little glary , and I hated the clicking buttons , but I got used to them .","The MASK is a little glary , and I hated the clicking buttons , but I got used to them .",0
clicking buttons ,"The screen is a little glary , and I hated the clicking buttons , but I got used to them .","The screen is a little glary , and I hated the MASK , but I got used to them .",0
battery life ,"Not to mention , the battery life is absolutely amazing .","Not to mention , the MASK is absolutely amazing .",2
Windows ,Windows also shuts the computer down for no reason without warning .,MASK also shuts the computer down for no reason without warning .,0
wired lan ,not using wired lan not sure what thats about .,not using MASK not sure what thats about .,1
hardware ,Now for the hardware problems .,Now for the MASK problems .,0
hard drive ,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone .,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the MASK and it is putting it temporaly in save zone .,0
battery life ,It 's fast and has excellent battery life .,It 's fast and has excellent MASK .,2
Apple care ,Apple care included .,MASK included .,1
font ,Features like the font are very block-like and old school .,Features like the MASK are very block-like and old school .,0
Features ,Features like the font are very block-like and old school .,MASK like the font are very block-like and old school .,0
programs ,"It is loaded with programs that is of no good for the average user , that makes it run way to slow .","It is loaded with MASK that is of no good for the average user , that makes it run way to slow .",0
run ,"It is loaded with programs that is of no good for the average user , that makes it run way to slow .","It is loaded with programs that is of no good for the average user , that makes it MASK way to slow .",0
plasticÂ pieces ,"I feel that it was poorly put together , because once in a while different plasticÂ pieces sÂ would come off of it .","I feel that it was poorly put together , because once in a while different MASK sÂ would come off of it .",0
2GB RAM stick ,"Finally , I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time .","Finally , I should note that I took the MASK from my old EeePC and installed it before I even powered on for the first time .",1
Windows ,Windows is also rather unsteady on its feet and is susceptible to many bugs .,MASK is also rather unsteady on its feet and is susceptible to many bugs .,0
Microsoft Word for Mac ,"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish , I broke down and spent another $ 100 to get Microsoft Word for Mac .","After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish , I broke down and spent another $ 100 to get MASK .",1
WARRANTY COMPANY ,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE .,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE MASK IS HORRIBLE .,0
cusromer service center ,then on top of it all their cusromer service center is in the middle east .,then on top of it all their MASK is in the middle east .,0
size ,The only bad part is the size /weight .,The only bad part is the MASK /weight .,0
weight ,The only bad part is the size/ weight .,The only bad part is the size/ MASK .,0
battery ,The little battery that it did have would only last about an hour while just having it on the desktop .,The little MASK that it did have would only last about an hour while just having it on the desktop .,0
aluminum body ,I liked the aluminum body .,I liked the MASK .,2
watching movies ,Its good for playing my apps on Facebook or watching movies .,Its good for playing my apps on Facebook or MASK .,2
playing ,Its good for playing my apps on Facebook or watching movies .,Its good for MASK my apps on Facebook or watching movies .,2
build quality ,"From the build quality to the performance , everything about it has been sub-par from what I would have expected from Apple .","From the MASK to the performance , everything about it has been sub-par from what I would have expected from Apple .",0
performance ,"From the build quality to the performance , everything about it has been sub-par from what I would have expected from Apple .","From the build quality to the MASK , everything about it has been sub-par from what I would have expected from Apple .",0
dock ,"I love the dock where I can simply drop a file ontop of a particular program , and the program will simply open that file .","I love the MASK where I can simply drop a file ontop of a particular program , and the program will simply open that file .",2
program ,"I love the dock where I can simply drop a file ontop of a particular program , and the program will simply open that file .","I love the dock where I can simply drop a file ontop of a particular MASK , and the program will simply open that file .",1
program ,"I love the dock where I can simply drop a file ontop of a particular program , and the program will simply open that file .","I love the dock where I can simply drop a file ontop of a particular MASK , and the program will simply open that file .",2
working ,pretty much everything else about the computer is good it just stops working out of no were .,pretty much everything else about the computer is good it just stops MASK out of no were .,0
costing ,It was truly a great computer costing less than one thousand bucks before tax .,It was truly a great computer MASK less than one thousand bucks before tax .,2
price ,"Waiting for the i7 was well worth it , great value for the price .","Waiting for the i7 was well worth it , great value for the MASK .",2
i7 ,"Waiting for the i7 was well worth it , great value for the price .","Waiting for the MASK was well worth it , great value for the price .",2
monitor ,"Now , , , , , my monitor has been acting up for about 2 months .","Now , , , , , my MASK has been acting up for about 2 months .",0
extended warranty ,"Also , the extended warranty was a problem .","Also , the MASK was a problem .",0
Boots up ,Boots up fast and runs great !,MASK fast and runs great !,2
runs ,Boots up fast and runs great !,Boots up fast and MASK great !,2
screen ,Lightweight and the screen is beautiful !,Lightweight and the MASK is beautiful !,2
driver ,I needed a driver for my HP and they would not help me with out me paying over $ 50 for it .,I needed a MASK for my HP and they would not help me with out me paying over $ 50 for it .,1
tech support ,"Call tech support , standard email the form and fax it back in to us .","Call MASK , standard email the form and fax it back in to us .",1
work ,They sent it back with a huge crack in it and it still did n't work .,They sent it back with a huge crack in it and it still did n't MASK .,0
hard drive ,"Â A coupla months later , they change my hard drive e .","Â A coupla months later , they change my MASK e .",0
twin packing ,"The Macbook arrived in a nice twin packing and sealed in the box , all the functions works great .","The Macbook arrived in a nice MASK and sealed in the box , all the functions works great .",2
functions ,"The Macbook arrived in a nice twin packing and sealed in the box , all the functions works great .","The Macbook arrived in a nice twin packing and sealed in the box , all the MASK works great .",2
warranty ,They say sorry out of warranty .,They say sorry out of MASK .,0
performance ,I bought this laptop because of the performance to price ratio .,I bought this laptop because of the MASK to price ratio .,2
price ,I bought this laptop because of the performance to price ratio .,I bought this laptop because of the performance to MASK ratio .,2
BIOS ,PC never worked right even after BIOS fixed .,PC never worked right even after MASK fixed .,0
design ,"After having two PC laptops die with in the past 3 years , I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues .","After having two PC laptops die with in the past 3 years , I was led to the Apple display at Best Buy by the sleek MASK and promise of less tech issues .",2
tech issues ,"After having two PC laptops die with in the past 3 years , I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues .","After having two PC laptops die with in the past 3 years , I was led to the Apple display at Best Buy by the sleek design and promise of less MASK .",2
size ,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you .,The MASK is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you .,2
space ,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you .,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited MASK it gives you .,0
service ,The service I received from Toshiba went above and beyond the call of duty .,The MASK I received from Toshiba went above and beyond the call of duty .,2
memory ,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed , etc .","Have had many higher priced computers crash and burn long before ever got to use all that great MASK and speed , etc .",0
speed ,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed , etc .","Have had many higher priced computers crash and burn long before ever got to use all that great memory and MASK , etc .",0
priced ,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed , etc .","Have had many higher MASK computers crash and burn long before ever got to use all that great memory and speed , etc .",0
internet speed ,I would recommend it just because of the internet speed probably because thats the only thing i really care about .,I would recommend it just because of the MASK probably because thats the only thing i really care about .,2
programs ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several MASK for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
Garageband ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( MASK ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
Photo Booth ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( MASK , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
iPhoto ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , MASK ) , video-editing or movie-making ( iMovie ) , etc .",1
iMovie ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( MASK ) , etc .",1
video-editing ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , MASK or movie-making ( iMovie ) , etc .",1
movie-making ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or MASK ( iMovie ) , etc .",1
photo management ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , MASK ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
music ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , MASK ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
Pages ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( MASK , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
Numbers ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , MASK , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
Keynote ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for school or office use ( Pages , Numbers , MASK , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
school or office use ,"There are several programs for school or office use ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .","There are several programs for MASK ( Pages , Numbers , Keynote , etc . ) , music ( Garageband ) , photo management ( Photo Booth , iPhoto ) , video-editing or movie-making ( iMovie ) , etc .",1
screen ,The screen shows great colors .,The MASK shows great colors .,2
colors ,The screen shows great colors .,The screen shows great MASK .,2
value ,"Reason why ? It 's because when you buy it , you know first thing that you will not lose any value for that laptop , the price will stay the same for the next year , and even if Apple does decides to change mode , your laptop value will only drop 10-20 % , unlike PC laptops which drop more than 80 % .","Reason why ? It 's because when you buy it , you know first thing that you will not lose any MASK for that laptop , the price will stay the same for the next year , and even if Apple does decides to change mode , your laptop value will only drop 10-20 % , unlike PC laptops which drop more than 80 % .",2
price ,"Reason why ? It 's because when you buy it , you know first thing that you will not lose any value for that laptop , the price will stay the same for the next year , and even if Apple does decides to change mode , your laptop value will only drop 10-20 % , unlike PC laptops which drop more than 80 % .","Reason why ? It 's because when you buy it , you know first thing that you will not lose any value for that laptop , the MASK will stay the same for the next year , and even if Apple does decides to change mode , your laptop value will only drop 10-20 % , unlike PC laptops which drop more than 80 % .",2
value ,"Reason why ? It 's because when you buy it , you know first thing that you will not lose any value for that laptop , the price will stay the same for the next year , and even if Apple does decides to change mode , your laptop value will only drop 10-20 % , unlike PC laptops which drop more than 80 % .","Reason why ? It 's because when you buy it , you know first thing that you will not lose any MASK for that laptop , the price will stay the same for the next year , and even if Apple does decides to change mode , your laptop value will only drop 10-20 % , unlike PC laptops which drop more than 80 % .",2
web cam ,"I have no idea how to burn cd 's or to use the web cam , just for starters .","I have no idea how to burn cd 's or to use the MASK , just for starters .",1
burn cd 's ,"I have no idea how to burn cd 's or to use the web cam , just for starters .","I have no idea how to MASK or to use the web cam , just for starters .",1
17 inch screen ,"The 17 inch screen is very large , but the computer is very light .","The MASK is very large , but the computer is very light .",0
support ,"Â  My opinion of Sony has been dropping as fast as the stock market , given their horrible support t , but this machine just caused another plunge .","Â  My opinion of Sony has been dropping as fast as the stock market , given their horrible MASK t , but this machine just caused another plunge .",0
Bluetooth ,"For the Bluetooth to work properly , you must install the Launch Manager on the Drivers/Applications DVD , or it will not show after the reload .","For the MASK to work properly , you must install the Launch Manager on the Drivers/Applications DVD , or it will not show after the reload .",1
Drivers/Applications DVD ,"For the Bluetooth to work properly , you must install the Launch Manager on the Drivers/Applications DVD , or it will not show after the reload .","For the Bluetooth to work properly , you must install the Launch Manager on the MASK , or it will not show after the reload .",1
