target,text,text,label
bagles,"my personal favorite is an everything bagel with lox spread , but all the bagles are unbeliavably good .","my personal favorite is an everything bagel with lox spread , but all the MASK are unbeliavably good .",2
food,"I would n't even have complained at all if the food at least tasted good but the quality of food was crappy , too .","I would n't even have complained at all if the MASK at least tasted good but the quality of food was crappy , too .",0
quality of food,"I would n't even have complained at all if the food at least tasted good but the quality of food was crappy , too .","I would n't even have complained at all if the food at least tasted good but the MASK was crappy , too .",0
lobby area,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated .,For the next hour and a half we stood in the crowded MASK of this touristy restaurant listening to all types of explanations of why we were not being seated .,0
seated,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated .,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being MASK .,0
pizza,The pizza is delicious and the proprietor is one of the nicest in NYC .,The MASK is delicious and the proprietor is one of the nicest in NYC .,2
proprietor,The pizza is delicious and the proprietor is one of the nicest in NYC .,The pizza is delicious and the MASK is one of the nicest in NYC .,2
lunch meetings,"Also good for client lunch meetings , esp .","Also good for client MASK , esp .",1
decor,"The decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .","The MASK is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .",2
prices,"The decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .","The decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low MASK .",2
food 's presentation,"The decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .","The decor is dark , cool and soothing , while the MASK is spectacular , considering the low prices .",2
Waitstaff,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal .,The MASK were very nice and suggested swordfish for my husband he enjoyed his meal .,2
swordfish,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal .,The Waitstaff were very nice and suggested MASK for my husband he enjoyed his meal .,2
meal,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal .,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his MASK .,2
setting,The setting is casual and romantic .,The MASK is casual and romantic .,2
management,"Terrible , terrible management - deserves to be shut-down .","Terrible , terrible MASK - deserves to be shut-down .",0
service,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","Great friendly MASK , Fast seating , Fast Delivery , Excellent sushi .",2
seating,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","Great friendly service , Fast MASK , Fast Delivery , Excellent sushi .",2
Delivery,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","Great friendly service , Fast seating , Fast MASK , Excellent sushi .",2
sushi,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","Great friendly service , Fast seating , Fast Delivery , Excellent MASK .",2
desserts,The desserts are more appealing then stuffy overpriced French restaurants .,The MASK are more appealing then stuffy overpriced French restaurants .,2
Italian food,"The Italian food has flavor ( that can be sort of surprising on the UES ) , and the service turns from a nightmare to attentive , they sort of remind me of the NY Yankees of the late 90 's , no matter how bad it look , you knew that there was a rally just around the corner ...","The MASK has flavor ( that can be sort of surprising on the UES ) , and the service turns from a nightmare to attentive , they sort of remind me of the NY Yankees of the late 90 's , no matter how bad it look , you knew that there was a rally just around the corner ...",2
food,"I found the food to be outstanding , particulary the salmon dish I had .","I found the MASK to be outstanding , particulary the salmon dish I had .",2
salmon dish,"I found the food to be outstanding , particulary the salmon dish I had .","I found the food to be outstanding , particulary the MASK I had .",2
rolls,Mizu is home to creative and unique rolls not to found anywhere else .,Mizu is home to creative and unique MASK not to found anywhere else .,2
food,Baluchi 's has solid food and a nice decor at reasonable prices .,Baluchi 's has solid MASK and a nice decor at reasonable prices .,2
decor,Baluchi 's has solid food and a nice decor at reasonable prices .,Baluchi 's has solid food and a nice MASK at reasonable prices .,2
prices,Baluchi 's has solid food and a nice decor at reasonable prices .,Baluchi 's has solid food and a nice decor at reasonable MASK .,2
owner,"Emilio , the owner , is often sitting in the front table greeting guests as they come and go .","Emilio , the MASK , is often sitting in the front table greeting guests as they come and go .",2
lunch,I have been to spice three times- twice during lunch and once at dinner .,I have been to spice three times- twice during MASK and once at dinner .,1
dinner,I have been to spice three times- twice during lunch and once at dinner .,I have been to spice three times- twice during lunch and once at MASK .,1
Moules,"Moules were excellent , lobster ravioli was VERY salty !","MASK were excellent , lobster ravioli was VERY salty !",2
lobster ravioli,"Moules were excellent , lobster ravioli was VERY salty !","Moules were excellent , MASK was VERY salty !",0
dosa,"A cheap eat for NYC , but not for dosa .","A cheap eat for NYC , but not for MASK .",0
eat,"A cheap eat for NYC , but not for dosa .","A cheap MASK for NYC , but not for dosa .",2
atmosphere,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,The MASK is noisy and the waiters are literally walking around doing things as fast as they can .,0
seafood,"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .","The MASK is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",2
wine list,"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .","The seafood is amazing , there 's a good MASK , and the ever-changing menu always offers some great surprises .",2
menu,"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .","The seafood is amazing , there 's a good wine list , and the ever-changing MASK always offers some great surprises .",2
wine,i do n't usually order wine with indian so i ca n't comment on their wine list or their wines .,i do n't usually order MASK with indian so i ca n't comment on their wine list or their wines .,1
indian,i do n't usually order wine with indian so i ca n't comment on their wine list or their wines .,i do n't usually order wine with MASK so i ca n't comment on their wine list or their wines .,1
wine list,i do n't usually order wine with indian so i ca n't comment on their wine list or their wines .,i do n't usually order wine with indian so i ca n't comment on their MASK or their wines .,1
wines,i do n't usually order wine with indian so i ca n't comment on their wine list or their wines .,i do n't usually order wine with indian so i ca n't comment on their wine list or their MASK .,1
Pastrami or corned beef,Pastrami or corned beef are juicy and piled high ( ask for extra rye bread ) .,MASK are juicy and piled high ( ask for extra rye bread ) .,2
rye bread,Pastrami or corned beef are juicy and piled high ( ask for extra rye bread ) .,Pastrami or corned beef are juicy and piled high ( ask for extra MASK ) .,2
glasses of champagne,"( $ 200 for 2 glasses of champagne , not too expensive bottle of wine and 2 after dinner drinks ) .","( $ 200 for 2 MASK , not too expensive bottle of wine and 2 after dinner drinks ) .",0
bottle of wine,"( $ 200 for 2 glasses of champagne , not too expensive bottle of wine and 2 after dinner drinks ) .","( $ 200 for 2 glasses of champagne , not too expensive MASK and 2 after dinner drinks ) .",0
after dinner drinks,"( $ 200 for 2 glasses of champagne , not too expensive bottle of wine and 2 after dinner drinks ) .","( $ 200 for 2 glasses of champagne , not too expensive bottle of wine and 2 MASK ) .",0
seasoning,"Really though , where 's the seasoning ?","Really though , where 's the MASK ?",0
food,"The food was just OK , at least for what food was available .","The MASK was just OK , at least for what food was available .",1
food,"The food was just OK , at least for what food was available .","The MASK was just OK , at least for what food was available .",0
waitress,The waitress was very patient with us and the food is phenomenal !,The MASK was very patient with us and the food is phenomenal !,2
food,The waitress was very patient with us and the food is phenomenal !,The waitress was very patient with us and the MASK is phenomenal !,2
ambience,"The ambience was nice , but service was n't so great .","The MASK was nice , but service was n't so great .",2
service,"The ambience was nice , but service was n't so great .","The ambience was nice , but MASK was n't so great .",0
wine list,"Solid wine list , knowledgeable staff , friendly owners and an adventurous , ever-changing menu keep us coming back .","Solid MASK , knowledgeable staff , friendly owners and an adventurous , ever-changing menu keep us coming back .",2
staff,"Solid wine list , knowledgeable staff , friendly owners and an adventurous , ever-changing menu keep us coming back .","Solid wine list , knowledgeable MASK , friendly owners and an adventurous , ever-changing menu keep us coming back .",2
owners,"Solid wine list , knowledgeable staff , friendly owners and an adventurous , ever-changing menu keep us coming back .","Solid wine list , knowledgeable staff , friendly MASK and an adventurous , ever-changing menu keep us coming back .",2
menu,"Solid wine list , knowledgeable staff , friendly owners and an adventurous , ever-changing menu keep us coming back .","Solid wine list , knowledgeable staff , friendly owners and an adventurous , ever-changing MASK keep us coming back .",2
people,The people that work there are always so friendly you forget you are in New York sometimes .,The MASK that work there are always so friendly you forget you are in New York sometimes .,2
menu,"We did n't even see a menu , as our waiter described both the specials and the main dishes .","We did n't even see a MASK , as our waiter described both the specials and the main dishes .",1
main dishes,"We did n't even see a menu , as our waiter described both the specials and the main dishes .","We did n't even see a menu , as our waiter described both the specials and the MASK .",1
waiter,"We did n't even see a menu , as our waiter described both the specials and the main dishes .","We did n't even see a menu , as our MASK described both the specials and the main dishes .",2
specials,"We did n't even see a menu , as our waiter described both the specials and the main dishes .","We did n't even see a menu , as our waiter described both the MASK and the main dishes .",1
location,The location and ambience is Ok but the food is what makes up for it .,The MASK and ambience is Ok but the food is what makes up for it .,1
ambience,The location and ambience is Ok but the food is what makes up for it .,The location and MASK is Ok but the food is what makes up for it .,1
food,The location and ambience is Ok but the food is what makes up for it .,The location and ambience is Ok but the MASK is what makes up for it .,2
stuff,"otherwise , good stuff for late nite eats .","otherwise , good MASK for late nite eats .",2
eats,"otherwise , good stuff for late nite eats .","otherwise , good stuff for late nite MASK .",2
dinner,"The dinner was ok , nothing I would have again .","The MASK was ok , nothing I would have again .",0
gourmet food,I love and I know gourmet food by excellence !,I love and I know MASK by excellence !,2
bruschetta,"I plan to come here again and look forward to trying their assortment of bruschetta , panini 's ... ..","I plan to come here again and look forward to trying their assortment of MASK , panini 's ... ..",2
panini,"I plan to come here again and look forward to trying their assortment of bruschetta , panini 's ... ..","I plan to come here again and look forward to trying their assortment of bruschetta , MASK 's ... ..",2
dishes,"Two people in our party felt like something else , and Volare immediately obliged with two great dishes that were not in their regular menu .","Two people in our party felt like something else , and Volare immediately obliged with two great MASK that were not in their regular menu .",2
menu,"Two people in our party felt like something else , and Volare immediately obliged with two great dishes that were not in their regular menu .","Two people in our party felt like something else , and Volare immediately obliged with two great dishes that were not in their regular MASK .",1
service,He offers subpar service and has no personality .,He offers subpar MASK and has no personality .,0
waitress,"The waitress remembers me and is very friendly , she knows what my regular is and that 's the fried mini buns with the condensed milk and the assorted fruits on beancurd .","The MASK remembers me and is very friendly , she knows what my regular is and that 's the fried mini buns with the condensed milk and the assorted fruits on beancurd .",2
fried mini buns with the condensed milk and the assorted fruits on beancurd,"The waitress remembers me and is very friendly , she knows what my regular is and that 's the fried mini buns with the condensed milk and the assorted fruits on beancurd .","The waitress remembers me and is very friendly , she knows what my regular is and that 's the MASK .",2
food,Diner food at bistro prices is a bummer ... .,Diner MASK at bistro prices is a bummer ... .,0
prices,Diner food at bistro prices is a bummer ... .,Diner food at bistro MASK is a bummer ... .,0
food,"While we thoroughly enjoyed the food , it was annoying to scream across the table for conversation .","While we thoroughly enjoyed the MASK , it was annoying to scream across the table for conversation .",2
portions,The portions are large and the servers always surprise us with a different starter .,The MASK are large and the servers always surprise us with a different starter .,2
servers,The portions are large and the servers always surprise us with a different starter .,The portions are large and the MASK always surprise us with a different starter .,2
starter,The portions are large and the servers always surprise us with a different starter .,The portions are large and the servers always surprise us with a different MASK .,2
bagels,"delicious bagels , especially when right out of the oven .","delicious MASK , especially when right out of the oven .",2
food,All the food was hot tasty .,All the MASK was hot tasty .,2
pizza,This is one great place to eat pizza more out but not a good place for take-out pizza .,This is one great place to eat MASK more out but not a good place for take-out pizza .,2
take-out pizza,This is one great place to eat pizza more out but not a good place for take-out pizza .,This is one great place to eat pizza more out but not a good place for MASK .,0
server,Our server was very helpful and friendly .,Our MASK was very helpful and friendly .,2
green curry with vegetables,Try green curry with vegetables .,Try MASK .,2
place,"First of all , this place is *not* romantic , as claimed by Citysearch 's editorial review .","First of all , this MASK is *not* romantic , as claimed by Citysearch 's editorial review .",0
door,"The second you walk through the heavy vault like door , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime .","The second you walk through the heavy vault like MASK , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime .",1
priced,Much more reasonably priced too !,Much more reasonably MASK too !,2
food,"The food was not very tasty , the portioins were tiny even for such a high quality restaurant .","The MASK was not very tasty , the portioins were tiny even for such a high quality restaurant .",0
portioins,"The food was not very tasty , the portioins were tiny even for such a high quality restaurant .","The food was not very tasty , the MASK were tiny even for such a high quality restaurant .",0
reservation,Why make a reservation if you are n't going to keep it ?,Why make a MASK if you are n't going to keep it ?,0
Pad Thai,"The Pad Thai is excellent here , as well .","The MASK is excellent here , as well .",2
lunch specials,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant .,I do not recommend MASK just because it tasts the same with other regular chinese restaurant .,0
place,"We parked on the block of Nina 's the place looked nice , with people obviously enjoying their pizzas .","We parked on the block of Nina 's the MASK looked nice , with people obviously enjoying their pizzas .",2
pizzas,"We parked on the block of Nina 's the place looked nice , with people obviously enjoying their pizzas .","We parked on the block of Nina 's the place looked nice , with people obviously enjoying their MASK .",2
food,"The food is o.k. , but not any better than what you get at a good neighborhood restaurant .","The MASK is o.k. , but not any better than what you get at a good neighborhood restaurant .",1
pot-stickers,We had the pot-stickers which were great and a tempura dish that was great .,We had the MASK which were great and a tempura dish that was great .,2
tempura dis,We had the pot-stickers which were great and a tempura dis h that was great .,We had the pot-stickers which were great and a MASK h that was great .,2
stuff,I think the stuff was better than Disney .,I think the MASK was better than Disney .,2
food,"While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .","While the $ 20 entree range is not overly expensive , in New York City , there is definitely better MASK in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .",0
atmosphere,"While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .","While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely MASK , will most likely not be a restaurant to which I will return .",2
entree range,"While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .","While the $ 20 MASK is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .",2
French food,"Orsay , is without a doubt one of the best values for authentic French food in NYC .","Orsay , is without a doubt one of the best values for authentic MASK in NYC .",2
deliveries,"Well , their deliveries take for ever and the food is usually cold .","Well , their MASK take for ever and the food is usually cold .",0
food,"Well , their deliveries take for ever and the food is usually cold .","Well , their deliveries take for ever and the MASK is usually cold .",0
staff,The staff is no nonsense .,The MASK is no nonsense .,2
portions,And really large portions .,And really large MASK .,2
staff,This is a great Thai restaurant with a very friendly staff .,This is a great Thai restaurant with a very friendly MASK .,2
smoked salmon and roe appetizer,I ordered the smoked salmon and roe appetizer and it was off flavor .,I ordered the MASK and it was off flavor .,0
lunch,"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .","We went here for MASK a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",1
food,"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .","We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the MASK .",2
garlic shrimp,"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .","I recommend the MASK , okra ( bindi ) , and anything with lamb .",2
lamb,"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .","I recommend the garlic shrimp , okra ( bindi ) , and anything with MASK .",2
okra ( bindi ),"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .","I recommend the garlic shrimp , MASK , and anything with lamb .",2
waiter,"As we were leaving , the couple standing by the door said to another waiter , we 're not in a hurry .","As we were leaving , the couple standing by the door said to another MASK , we 're not in a hurry .",1
menu,"The menu was impressive with selections ranging from a burger , to steak , to escargot .","The MASK was impressive with selections ranging from a burger , to steak , to escargot .",2
burger,"The menu was impressive with selections ranging from a burger , to steak , to escargot .","The menu was impressive with selections ranging from a MASK , to steak , to escargot .",1
steak,"The menu was impressive with selections ranging from a burger , to steak , to escargot .","The menu was impressive with selections ranging from a burger , to MASK , to escargot .",1
escargot,"The menu was impressive with selections ranging from a burger , to steak , to escargot .","The menu was impressive with selections ranging from a burger , to steak , to MASK .",1
plate,"In fact , two people could really share one plate .","In fact , two people could really share one MASK .",2
food,The food is great and authentic .,The MASK is great and authentic .,2
casual dinner,Good for casual dinner with jeans and sneakers .,Good for MASK with jeans and sneakers .,2
food,"Anyway , the food is good , the price is right and they have a decent wine list .","Anyway , the MASK is good , the price is right and they have a decent wine list .",2
price,"Anyway , the food is good , the price is right and they have a decent wine list .","Anyway , the food is good , the MASK is right and they have a decent wine list .",2
wine list,"Anyway , the food is good , the price is right and they have a decent wine list .","Anyway , the food is good , the price is right and they have a decent MASK .",2
Prices,Prices are higher to dine in and their chicken tikka marsala is quite good .,MASK are higher to dine in and their chicken tikka marsala is quite good .,0
chicken tikka marsala,Prices are higher to dine in and their chicken tikka marsala is quite good .,Prices are higher to dine in and their MASK is quite good .,2
styles of pizza,This place has many different styles of pizza and they are all amazing .,This place has many different MASK and they are all amazing .,2
look,The photos of the restaurant in its web site are way better than the real look .,The photos of the restaurant in its web site are way better than the real MASK .,0
food,The food was lousy - too sweet or too salty and the portions tiny .,The MASK was lousy - too sweet or too salty and the portions tiny .,0
portions,The food was lousy - too sweet or too salty and the portions tiny .,The food was lousy - too sweet or too salty and the MASK tiny .,0
coconut rice,But the coconut rice was good .,But the MASK was good .,2
appetizer,It took them 25 minutes to bring our appetizer .,It took them 25 minutes to bring our MASK .,1
food,The food was great .,The MASK was great .,2
food,Pair you food with the excellent beers on tap or their well priced wine list .,Pair you MASK with the excellent beers on tap or their well priced wine list .,1
beers on tap,Pair you food with the excellent beers on tap or their well priced wine list .,Pair you food with the excellent MASK or their well priced wine list .,2
wine list,Pair you food with the excellent beers on tap or their well priced wine list .,Pair you food with the excellent beers on tap or their well priced MASK .,2
priced,Pair you food with the excellent beers on tap or their well priced wine list .,Pair you food with the excellent beers on tap or their well MASK wine list .,2
music,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,If you like your MASK blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,0
bottle minimun,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar MASK then you 'll love it here .,0
food,All of my co-workers stated that the food was amazing and wondered why they had n't heard about this place .,All of my co-workers stated that the MASK was amazing and wondered why they had n't heard about this place .,2
spot,Metrazur has a beautiful spot overlooking the main terminal .,Metrazur has a beautiful MASK overlooking the main terminal .,2
staff,Friendly staff that actually lets you enjoy your meal and the company you 're with .,Friendly MASK that actually lets you enjoy your meal and the company you 're with .,2
meal,Friendly staff that actually lets you enjoy your meal and the company you 're with .,Friendly staff that actually lets you enjoy your MASK and the company you 're with .,2
table,The restaurant is rather small but we were lucky to get a table quickly .,The restaurant is rather small but we were lucky to get a MASK quickly .,2
Quality of food,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","MASK is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",2
price,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","Quality of food is excellent and MASK is cheap , stick to pork , fish , chicken , lamb and vegetables .",2
pork,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","Quality of food is excellent and price is cheap , stick to MASK , fish , chicken , lamb and vegetables .",2
fish,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","Quality of food is excellent and price is cheap , stick to pork , MASK , chicken , lamb and vegetables .",2
chicken,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","Quality of food is excellent and price is cheap , stick to pork , fish , MASK , lamb and vegetables .",2
lamb,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","Quality of food is excellent and price is cheap , stick to pork , fish , chicken , MASK and vegetables .",2
vegetables,"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .","Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and MASK .",2
seating,"The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .","The place is a little tight and on a cold day , the MASK by the entranceway can be pretty drafty .",0
place,"The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .","The MASK is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",0
appetizing,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price ( if bought by the pound ) .,The MASK is excellent - just as good as Zabars Barney Greengrass at a reasonable price ( if bought by the pound ) .,2
price,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price ( if bought by the pound ) .,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable MASK ( if bought by the pound ) .,2
bun,"But , they were too big for the bun .","But , they were too big for the MASK .",1
food,"The food is fresh , delicious , and reasonably priced .","The MASK is fresh , delicious , and reasonably priced .",2
priced,"The food is fresh , delicious , and reasonably priced .","The food is fresh , delicious , and reasonably MASK .",2
fusion of French and Indian cooking,Raga stands out with an interesting fusion of French and Indian cooking .,Raga stands out with an interesting MASK .,2
turnip cake,"A few tips : skip the turnip cake , roast pork buns and egg custards .","A few tips : skip the MASK , roast pork buns and egg custards .",0
roast pork buns,"A few tips : skip the turnip cake , roast pork buns and egg custards .","A few tips : skip the turnip cake , MASK and egg custards .",0
egg custards,"A few tips : skip the turnip cake , roast pork buns and egg custards .","A few tips : skip the turnip cake , roast pork buns and MASK .",0
bagels,The bagels are fabulous .,The MASK are fabulous .,2
seating in the garden,"Oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .","Oh yes , and they lie on the phone , claiming they have MASK , then of course the seats are not available .",1
seats,"Oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .","Oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the MASK are not available .",1
service,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,Although they do the typical what kind of water would you like questions the MASK was good and overall very relaxing to place to eat .,2
place,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to MASK to eat .,2
water,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,Although they do the typical what kind of MASK would you like questions the service was good and overall very relaxing to place to eat .,1
food,"The food was very good , a great deal , and the place its self was great .","The MASK was very good , a great deal , and the place its self was great .",2
place,"The food was very good , a great deal , and the place its self was great .","The food was very good , a great deal , and the MASK its self was great .",2
food options,The food options rule .,The MASK rule .,2
cost,A great choice at any cost and a great deal .,A great choice at any MASK and a great deal .,2
pre-theatre 3-course dinner,"We ate here in March , 2006 and ordered the pre-theatre 3-course dinner with wine flight .","We ate here in March , 2006 and ordered the MASK with wine flight .",1
wine flight,"We ate here in March , 2006 and ordered the pre-theatre 3-course dinner with wine flight .","We ate here in March , 2006 and ordered the pre-theatre 3-course dinner with MASK .",1
lunch,"Probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .","Probably much busier for MASK , it 's seldom crowded for dinner ( too close to downtown ) .",1
dinner,"Probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .","Probably much busier for lunch , it 's seldom crowded for MASK ( too close to downtown ) .",1
calzones,"Their calzones are horrific , bad , vomit-inducing , YUCK .","Their MASK are horrific , bad , vomit-inducing , YUCK .",0
drink,It takes forever to get a drink and they almost always forget to bring something ( although they dont forget to charge you for it .,It takes forever to get a MASK and they almost always forget to bring something ( although they dont forget to charge you for it .,1
place,The place itself is beautiful the bar scene seems to be happening .,The MASK itself is beautiful the bar scene seems to be happening .,2
bar scene,The place itself is beautiful the bar scene seems to be happening .,The place itself is beautiful the MASK seems to be happening .,2
staff,"Saturday , Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us .","Saturday , Nov. 6th I had a group from work come in with about 35 people and the MASK was amazing to accomodate us .",2
spreads,"Good spreads , great beverage selections and bagels really tasty .","Good MASK , great beverage selections and bagels really tasty .",2
beverage selections,"Good spreads , great beverage selections and bagels really tasty .","Good spreads , great MASK and bagels really tasty .",2
bagels,"Good spreads , great beverage selections and bagels really tasty .","Good spreads , great beverage selections and MASK really tasty .",2
waiter,"First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .","First , the MASK who served us neglected to fill us in on the specials , which I would have chosen had I known about them .",0
specials,"First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .","First , the waiter who served us neglected to fill us in on the MASK , which I would have chosen had I known about them .",2
served,"First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .","First , the waiter who MASK us neglected to fill us in on the specials , which I would have chosen had I known about them .",0
tiramisu,"Also , top the meal with a delicious and perfect slice of tiramisu .","Also , top the meal with a delicious and perfect slice of MASK .",2
meal,"Also , top the meal with a delicious and perfect slice of tiramisu .","Also , top the MASK with a delicious and perfect slice of tiramisu .",1
secret back room,Check out the secret back room .,Check out the MASK .,2
bar,"It 's also attached to Angel 's Share , which is a cool , more romantic bar ...","It 's also attached to Angel 's Share , which is a cool , more romantic MASK ...",2
food,"Authentic food and they have REAL service , not just the rush you get sometimes when they try to push you out the door .","Authentic MASK and they have REAL service , not just the rush you get sometimes when they try to push you out the door .",2
service,"Authentic food and they have REAL service , not just the rush you get sometimes when they try to push you out the door .","Authentic food and they have REAL MASK , not just the rush you get sometimes when they try to push you out the door .",2
gulab jamun,Stick to the gulab jamun .,Stick to the MASK .,2
prices,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great atmosphere , good service and a wonderful wine list .","I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great MASK , great atmosphere , good service and a wonderful wine list .",2
atmosphere,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great atmosphere , good service and a wonderful wine list .","I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great MASK , good service and a wonderful wine list .",2
service,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great atmosphere , good service and a wonderful wine list .","I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great atmosphere , good MASK and a wonderful wine list .",2
wine list,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great atmosphere , good service and a wonderful wine list .","I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices , great atmosphere , good service and a wonderful MASK .",2
diner,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,I was back-to-back with the MASK at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,1
wait staff,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,I was back-to-back with the diner at the table behind me and MASK had to hoist trays over our heads as they squeezed past us again and again .,0
table,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,I was back-to-back with the diner at the MASK behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,0
meal,With the theater 2 blocks away we had a delicious meal in a beautiful room .,With the theater 2 blocks away we had a delicious MASK in a beautiful room .,2
room,With the theater 2 blocks away we had a delicious meal in a beautiful room .,With the theater 2 blocks away we had a delicious meal in a beautiful MASK .,2
dinner,"We 've only eaten in the restaurant once , but we have ordered many times for dinner .","We 've only eaten in the restaurant once , but we have ordered many times for MASK .",1
